id,label,split,source,source_path,sha256,phash,image
pets_cat_114,cat,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\6623.jpg,9f19fe81ffc810f502eed73cbebd0b3a0b3dcc2a428405616784898eae034754,ee81b1c8db319ccc,images/pets_cat_114.jpg
pets_cat_115,cat,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\5336.jpg,823a7d3f30645dc555a804721d316e39471cb9b947ccbedfc9af18570b7420ea,95697a97a5887878,images/pets_cat_115.jpg
pets_cat_116,cat,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\5196.jpg,3b3fdffa09e067652d86913c1c1ff896e3706959a208e856715ec831a0262823,90acbd168632f2f9,images/pets_cat_116.jpg
pets_cat_117,cat,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\7660.jpg,84f9541523222e8868311d022667c1220a59baa75c720af19af20b38194313bd,d12b351e64b4caf2,images/pets_cat_117.jpg
pets_cat_118,cat,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\5020.jpg,ff0f456f5e4f97bf8f6d107c7abe271b87dc84fa66a926c0592a55a9760c2ed4,aa2ab50ff62d424d,images/pets_cat_118.jpg
pets_cat_119,cat,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\8890.jpg,c3f47e257f5e87c5191474655be808645504c7c383385cdfafa177ced5fb3bdc,d4c18e3db13645dc,images/pets_cat_119.jpg
pets_cat_120,cat,test,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\10926.jpg,e034e15ba73776c542747c7498fd2ebd5ada9331995c8ad66ffbd1b01447fb15,84107e3f6e7a69a8,images/pets_cat_120.jpg
pets_cat_121,cat,test,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\10481.jpg,2ecee9c987011ca8ce72411db6f2d155afc0ac6aaa272f6d4533a3887ad576a5,9baf2692b2b991a8,images/pets_cat_121.jpg
pets_cat_122,cat,test,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\3353.jpg,6bc3387b3075c4ebf59df2895a79a07b13e9e481743ac17daa11ae0ed838d769,8a22d6d909e6ef16,images/pets_cat_122.jpg
pets_cat_123,cat,test,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\9594.jpg,f59b32f06ecd142b1614df21ae8f6d8e11ab41a82ce4bc3ec1ef68c40e35f664,e7b3905b58a4855e,images/pets_cat_123.jpg
pets_cat_124,cat,test,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\9932.jpg,ba3b5d2981548ba03e591b6bf8fa2682a39c3c7d096947c83046d5595cedc6ab,aa05d53ac43fe42d,images/pets_cat_124.jpg
pets_dog_000,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\11651.jpg,46b7a1bc7f9bc056c35a77093f63461dc22a51a1a0b6d0fda995a70f111a18bf,ce46b97816b62a71,images/pets_dog_000.jpg
pets_dog_001,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\125.jpg,409a83b508f1db83c940d71c67e9ebe39b57999704d870db3f7a44a0e5384673,c291c55a1f26e937,images/pets_dog_001.jpg
pets_dog_002,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\7175.jpg,d2317724e599eec065315c26a344c5ce0379c17a7abaccfac619021b95a333c4,bdc843e16a9ab83c,images/pets_dog_002.jpg
pets_dog_003,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\5503.jpg,8e33eaa09bbb7d3f6b9f34153c041feb5081135b5ca9bc8bc1ef95185a38f9fd,cf91603fe21e6896,images/pets_dog_003.jpg
pets_dog_004,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\1723.jpg,828777447198239b0a4574d8d8a2fe5c0666e126572859335e1a4b424e06ba0f,923aedf7a0607187,images/pets_dog_004.jpg
pets_dog_005,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\12380.jpg,a1d8b0b5d56496ee28728d06119cc7419255fef494779efa4502d8e12434ce91,a509ba6b483ee33c,images/pets_dog_005.jpg
pets_dog_006,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\6716.jpg,2ae88f5a0bf310b991cdd9d32003202ac022c51686b2ae34e3b0210140a18d2a,bd794689b199ad11,images/pets_dog_006.jpg
pets_dog_007,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\7893.jpg,2e91c138bfc043a3df2a4bddf048ce140b8b807a546c94dc70cdbb1daab64745,d61890674f6ef071,images/pets_dog_007.jpg
pets_dog_008,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\6241.jpg,18e5eab1b3606cb92cf3d8c7ccedc7f9d36249de4eb0789cc6d449d6a5a32e19,8310f8323c7f07cf,images/pets_dog_008.jpg
pets_dog_009,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\9890.jpg,2b22d6eab2a4e59fa5739464cb24329b38362753b076c07884e0383fe46796c6,ace1e39edc909296,images/pets_dog_009.jpg
pets_dog_010,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\4467.jpg,47731b37966e0d202f9d0b02e50e88e66bce9bdb65dbc1c8b202d0290c0ecac2,d87927354b8c36c6,images/pets_dog_010.jpg
pets_dog_011,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\7051.jpg,102ea5b0ebfd6c8dbaa66699af95eaac517519be8072294d5d22af4efa7a5cf7,9a32676e6d6c2cc4,images/pets_dog_011.jpg
pets_dog_012,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\6738.jpg,faabceb78ff75a1404ce727e78d4053132cc2dc621fced1749e1b467911e89e4,cb183163072f6b4f,images/pets_dog_012.jpg
pets_dog_013,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\11825.jpg,1500a7cd245218a4e8c44137575831f231298732f68c8ea10e7503c3c3effd3a,955d64625ada929b,images/pets_dog_013.jpg
pets_dog_014,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\5916.jpg,c722383b8411ba7d2ea861e7ad49da3845943e2fcb862158080e0e93051b1b55,841f7a25ff702865,images/pets_dog_014.jpg
pets_dog_015,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\2671.jpg,2424b77ba0b0e512fbe19c6b678d20eda8531db2c26c16773e85158fc9e58ef6,c39c6cc7f1213e0b,images/pets_dog_015.jpg
pets_dog_016,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\10855.jpg,df1d8e7309a0cf3140fa98c34b47e1ea7e9e27a64d96ebb36d311fb9798a7307,b6e3431ed831ce0e,images/pets_dog_016.jpg
pets_dog_017,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\5202.jpg,89e50cf5e86597de5414e03ffae85cc247fffb353941a64b6ee2d7b2fd0443d8,bbe1955eb1f21203,images/pets_dog_017.jpg
pets_dog_018,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\11403.jpg,7004aa22c594d51f1a9b63cab6b8332e6ed2a07c98dc61f5767c1f802286b9ee,834e4d2f3e507aa3,images/pets_dog_018.jpg
pets_dog_019,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\3392.jpg,d9d3da51891b013b24841f7bb67514cf181eefcc37e8b87725d68c9fbd0adee0,c04b6cee9ecc8e62,images/pets_dog_019.jpg
pets_dog_020,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\5970.jpg,1d4494b04948634eec4ea35cbe090d80b481b3e0f0234ebd0efcc877b04f1b5f,c6fb902c3336493b,images/pets_dog_020.jpg
pets_dog_021,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\3918.jpg,77b75a79c0dd859fba3c9603aa5b4bd2e6f87df41df14d379205f77dcca0177e,985e3d704e997235,images/pets_dog_021.jpg
pets_dog_022,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\2641.jpg,2e2698af1aa264ebfc87f80d8a7bb35134470cb7036c32dd62ab51cd9fa0d96a,e39496ced3888cf1,images/pets_dog_022.jpg
pets_dog_023,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\3168.jpg,f8662b69601b80c80cbfc5c66f6bc0d52f7fe9d230bf315ff48848e6b0f4cf1a,fc94071e32c1f0ee,images/pets_dog_023.jpg
pets_dog_024,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\3580.jpg,07203a2542d34599ac7fb862d8e1ef140c11303aceea01a39277152640e8b10f,d631698bfc220d6e,images/pets_dog_024.jpg
pets_dog_025,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\8009.jpg,18f7d9c12a1add12c377987761422d4d001772bb34329e5e39aaf9668c8f4206,f1e0d507c8969c9d,images/pets_dog_025.jpg
pets_dog_026,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\9064.jpg,6b4f7a941d4e01d7bdf9d0515fe11e017d0918fa1a9bdac4803c185807e54739,99ccacb1630edd34,images/pets_dog_026.jpg
pets_dog_027,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\9746.jpg,9571f77bfeba3e7b2cf8bb696747afff24cfcdb732b8d914b2dcf0f8c8023024,f4c38c9993ec2770,images/pets_dog_027.jpg
pets_dog_028,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\5062.jpg,aca544701ae61c57aecf0e1c8c46f72c78a512b6b3a792ad4e6b12a875244458,9985a661fe129b69,images/pets_dog_028.jpg
pets_dog_029,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\9988.jpg,e798fe7b0b85d8bce76f0d80b8e7ff633946faf2c336f4241b0f38540040d7e5,f1e4ac5628a53b56,images/pets_dog_029.jpg
pets_dog_030,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\1150.jpg,7e6163bcebed08e3dd7dce35fa0b561bd049ef4cc4251ee3be266ee9cb3bf6f4,932d508717e04ff9,images/pets_dog_030.jpg
pets_dog_031,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\3145.jpg,11519d60f4952cafece9b25801e60b90bde68b735ae934910e32f7a3b3cf32de,ad557c2ceeb44c12,images/pets_dog_031.jpg
pets_dog_032,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\7163.jpg,2b17355069a26e0cfa9c2a54bc495e12f15074a23150250bc65a38f4530ddd05,af6cc8c0c1756da5,images/pets_dog_032.jpg
pets_dog_033,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\1457.jpg,9085de81f11975e1982da9e408187663c4073c819423f952e15a0474e62cfa5d,bce0c39ec8a9499b,images/pets_dog_033.jpg
pets_dog_034,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\1922.jpg,5654d60d7139f528305ea84fe48a1032361b3b389984e262391ff18059a3c916,984e9d3576b06666,images/pets_dog_034.jpg
pets_dog_035,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\10836.jpg,120cd5f172e97c5c30fc3b7fe0b0d5f88d63e4fc3ea529669a395530ceeee988,d839b592c64d4cdc,images/pets_dog_035.jpg
pets_dog_036,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\6283.jpg,b7eb6d716275873a5ca3f06369cc018143e204625cc30cb768120d2c212b2fd0,a9e4c99bb2c5cc38,images/pets_dog_036.jpg
pets_dog_037,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\4939.jpg,f0b20f6fb1741a67f9afc7ba98acfbee8428e01f059ddd4fad6964485e50e052,ef325005d678b9a9,images/pets_dog_037.jpg
pets_dog_038,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\5755.jpg,dcddec25f4be4fa68aea714a805b05bb67f6d18b5e510172c4e0487e3d915cb2,d8816d9f35319c65,images/pets_dog_038.jpg
pets_dog_039,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\8793.jpg,2f51799340aee2f4b8cef268b8e38faee015a2eb8e31e353fe631228462f880f,90dd9b98db003737,images/pets_dog_039.jpg
pets_dog_040,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\45.jpg,5a0352a2defa48c8daebda970b1af3aae28af313f55c2cc2fdc2675cb2278373,819f503a9673729b,images/pets_dog_040.jpg
pets_dog_041,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\10811.jpg,c509dbafe6249bded74b71e9e08890ea6412c52bccd886f30048e46e7565550b,bf62c3cd843438d6,images/pets_dog_041.jpg
pets_dog_042,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\7803.jpg,28ad9729adbc61baba63ad282cd09b292c500cabcd6f565e39624a29fc25289a,b552cb39221f7d06,images/pets_dog_042.jpg
pets_dog_043,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\4801.jpg,69967eb6dde0d760f8c0bc37f6ccb4a8ae2c2cdf328019f1bd5eec77372c558b,d48d87a2986a7bc3,images/pets_dog_043.jpg
pets_dog_044,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\2535.jpg,33156aeeb7e73730e4bdde786b709e3fbd6faae7ad30c749e4dc8b1e7fdc742e,b3fde00389e71b24,images/pets_dog_044.jpg
pets_dog_045,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\6887.jpg,57560405a0de892bd99d612424de9aaed73afc145acf9362b342d71c538cc5fe,91c9395b7a32d89a,images/pets_dog_045.jpg
pets_dog_046,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\10738.jpg,4f6c329ce74803a11ac5fae3f603b22fbb4c5dfbb53167c2ce8e08a147ce0e72,bcdec36141d00f3d,images/pets_dog_046.jpg
pets_dog_047,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\8871.jpg,441f6973cfef9512ffcfb7088211bafbfd23c91fdb8249260cafb229dc5c45e8,cc797bccc123a586,images/pets_dog_047.jpg
pets_dog_048,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\2096.jpg,ac7fed4a1523b4d871d4e8c9ed703ab05c4dfbaeb2ccd8f1b18f041298750d97,b878c70db1872793,images/pets_dog_048.jpg
pets_dog_049,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\1027.jpg,f978e871dea4c9ce6308b2639475fe3e6f1155615f2eb321d47f73b57efc5b51,bfbfa3b090d0c885,images/pets_dog_049.jpg
pets_dog_050,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\1720.jpg,7b6033ed589210616f4b63c3f6fd1df832e9cc86eefb8db1b186c410d0217b7a,b3d1cc2cceccc632,images/pets_dog_050.jpg
pets_dog_051,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\6870.jpg,93a6fb27f579edc1c5dfcde04501c3c2cca7c4717d2d505c06183a3967a4e011,86cc5d9943b1b52e,images/pets_dog_051.jpg
pets_dog_052,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\7491.jpg,1fe3a6a14e86781e1f7942ca3cb97cc294c1cbcd310def794384232179d8fe1c,af3cd06a78a1e670,images/pets_dog_052.jpg
pets_dog_053,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\2845.jpg,00f09c322557b383b3a32a54cf49484776a19a5189e564bd57d5cb38aa600a6d,b5159666f73d0ac0,images/pets_dog_053.jpg
pets_dog_054,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\4974.jpg,a0c21ec022687b490c275682b184cb2d6ab04381ac1367fd7aa226f17fd8c3c9,b61bc47802cf19e7,images/pets_dog_054.jpg
pets_dog_055,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\222.jpg,93cc17451cd2a8e213631565d74e895a127450459fc846944a903a71ca9ec603,a8505641fd3f1f92,images/pets_dog_055.jpg
pets_dog_056,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\11708.jpg,c46319543557fdb9e7a2dad0e94f8b1f1fda507a79c8f5af9480b7d64a329035,b7b7976920963298,images/pets_dog_056.jpg
pets_dog_057,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\6368.jpg,7a9c949678930b510f5f5ecbca4c309994447a0512270b871530c3bb0dc80e26,bd1fd6c68089e9e0,images/pets_dog_057.jpg
pets_dog_058,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\10457.jpg,56ed2144545c8a9da365e4e42ce44b37e10548cd565d82efbd9dbe0a8a4a3176,e74fc2c73d460b21,images/pets_dog_058.jpg
pets_dog_059,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\3312.jpg,9bcc93d4e186465231332e6a5d4a3397aa55959ebf70dda2cec55c27043f0b96,e0f99b9ae8313784,images/pets_dog_059.jpg
pets_dog_060,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\4485.jpg,ddfa827f0f427901e5b701cca9c6a819b756f43f4b941bcb1e7c5615e02a50de,98cc2f31f3f780d0,images/pets_dog_060.jpg
pets_dog_061,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\8286.jpg,043134155ea25676946549061ef88b44718ebd63960809f025d6517208f55926,ea74b5da466d1889,images/pets_dog_061.jpg
pets_dog_062,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\862.jpg,1179cc90d4591a036de5b10085eb0c2dabcaf64433362e37381cde0185727d33,9a59278f606a6877,images/pets_dog_062.jpg
pets_dog_063,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\10394.jpg,9b168329c7f61f67b32265dc716c68cfb8f4d97e6f5017c0ccb70a5051278a6b,e236654bda34c32d,images/pets_dog_063.jpg
pets_dog_064,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\6729.jpg,cb0a4a6073153bb3d30f899ba2cddc0895b84fb6ae5525e3005a03cf57401392,eb9385cc4e381a9b,images/pets_dog_064.jpg
pets_dog_065,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\9557.jpg,777f375fa2c315055a22713350d8fd146b93394d6a7d3b7f4a0133a9ce29f9ff,996b166bab35505a,images/pets_dog_065.jpg
pets_dog_066,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\7316.jpg,fd6d1bfc7d073f7ec2e66cfbbb1108e7866bd9c767f578935db7fd378ecac92c,d16ea4516ac6a9bc,images/pets_dog_066.jpg
pets_dog_067,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\1021.jpg,c94bea2b77569d63c06f1901cf2a57e486b87c6dfffe25a35681802cb1cd6255,e01a4b0c9db3d3dc,images/pets_dog_067.jpg
pets_dog_068,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\3610.jpg,7fdf3ce8dcc65b4b42229c0686ea56fb931c6e26bfe021520616d44c71707ac0,8732d1ce3d170e1b,images/pets_dog_068.jpg
pets_dog_069,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\7997.jpg,b3cc668551bf4792dbf35444bbb0f1e886ef24fdff28b5ecccf9db619276e131,ffb191ce8432a44d,images/pets_dog_069.jpg
pets_dog_070,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\5585.jpg,42b1284b4d9d496d0ae9968a88762cb46904ac7e4b447ade6882904f75408d52,d2e57c5bce863031,images/pets_dog_070.jpg
pets_dog_071,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\7782.jpg,7a4e953cf17a628f3a72e9dda6184ca7fd6eed5f6f4b750d61d87e9f2d015dee,bfff48a0d858a056,images/pets_dog_071.jpg
pets_dog_072,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\3809.jpg,a6c228e21461c80c9ce9b0b7fbad752c542f6feddfc7f46d370bc664414ad7ac,daca6128cd27716d,images/pets_dog_072.jpg
pets_dog_073,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\12339.jpg,65ada0c8e2fb93e80557a8c1446523289f9b2c2c382d816427216649ef662159,ba05d42fd1e8259b,images/pets_dog_073.jpg
pets_dog_074,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\6584.jpg,40eb6c199781bdfc878d48267b47e5178554e3aa31a21669262fccc59a6dbb14,be3a90d6d6796904,images/pets_dog_074.jpg
pets_dog_075,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\11754.jpg,c4c961bb49751064651a698fd70d97f07394c06c70047f9083da2769646cb792,99466e9956a945b3,images/pets_dog_075.jpg
pets_dog_076,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\3280.jpg,ec4400fd8a6c642d8ad7099b554b8a2eec76e9f030ba77485065665299936a29,ee585c8f5068a7d2,images/pets_dog_076.jpg
pets_dog_077,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\5931.jpg,8bbe039df434a5f01d21aca7313f8a68bdd01debfc24b16c552a41629be818c2,83b73c4de750cc13,images/pets_dog_077.jpg
pets_dog_078,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\3015.jpg,efb60761738b8fb339a02b2669d2859bc07155893b7f0607ca2a560f9ea926e3,e86087b55e96964e,images/pets_dog_078.jpg
pets_dog_079,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\11382.jpg,f9a904ccafd571dba39be3453c297e257375570e5aae9322abeba4f28305978e,d0523737692d4c6e,images/pets_dog_079.jpg
pets_dog_080,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\11267.jpg,4c050f5744b3cef0c84702b8855a685df790549775264990794f44f2f628de9d,a5899af2e4ed3630,images/pets_dog_080.jpg
pets_dog_081,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\12427.jpg,7309761987fa983cdeec9eb3ae3fdd750afdc42f58d2f29a2bf1c330345529d3,f20d4df2843f69c1,images/pets_dog_081.jpg
pets_dog_082,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\3645.jpg,68a953863476fb688f1e3de09181b465713b76d92a1b0630ed45c03d30c39cde,e3af4c90b236b68c,images/pets_dog_082.jpg
pets_dog_083,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\8153.jpg,43ba57421979aa8e3db6bfc7bb0fd464869eaa934182c3a37e0db54d9f2b608c,e43032ef5f9ba430,images/pets_dog_083.jpg
pets_dog_084,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\7380.jpg,f333162d567fa749f5360df4a2b8d1ea38adbf4bc86b4ae93eaef1f51f312786,dfc4ca6367332498,images/pets_dog_084.jpg
pets_dog_085,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\7960.jpg,1b3c8d32bcbc560bbb6c9dab2f1b5f9fd23ed07e823527c3cbd6e4a4e83891bd,fcc3f0ea05fa2154,images/pets_dog_085.jpg
pets_dog_086,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\6562.jpg,0a7eae8111ebc6f760c000f4a73332c494d2aba8d1d7ca59e71415bfce13dad9,f8c4c2f3ec382f28,images/pets_dog_086.jpg
pets_dog_087,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\10918.jpg,ec0563582b795e7308898fe0ba015bb5248b00b02e0406190cabcc0fcc3f9fb8,a4c2d236e75cbb18,images/pets_dog_087.jpg
pets_dog_088,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\5742.jpg,ecca344ac734e35f466c050e297012ef53810d0951a654943cb0eb4ca7ee34c6,cc3132cf7a66d198,images/pets_dog_088.jpg
pets_dog_089,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\7566.jpg,1487f5465fd51cf81907f9105c04548a63410220e7abd812b65d4010e6948900,92e6658f998d88ad,images/pets_dog_089.jpg
pets_dog_090,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\7376.jpg,afdccd32e3f0865ff121df146cc168eb439366223f1e93363fd1b501e132df00,e3b49a0fec43568c,images/pets_dog_090.jpg
pets_dog_091,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\9685.jpg,33322c091e44bc267c9cdfab83a68a98d847869f7623bef0216168a839a660a9,8cb430d94fbf510b,images/pets_dog_091.jpg
pets_dog_092,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\10526.jpg,9e285fea74e0bed9a9f4eb6592bdde6a12cc4e5dd70f8b3e14fbacb173cbe1fb,a7e9d012a0f2f1b5,images/pets_dog_092.jpg
pets_dog_093,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\10327.jpg,cf876974680c031d366509b470298567fffecacc5a2101c3abd048eccdeaa949,8a7167ad552d4666,images/pets_dog_093.jpg
pets_dog_094,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\5958.jpg,5f18a91b53fe286c8ce0729df7cfc46a1dffa5617b45ff61c2716a2859be374d,d4233961873586fe,images/pets_dog_094.jpg
pets_dog_095,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\180.jpg,b707f3fb524a00cc7e87fab98835a654d9d0c45034b58738b050d77ed3a1a8a1,ea63a59e946561ca,images/pets_dog_095.jpg
pets_dog_096,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\5569.jpg,b1fddeefbc8e4ad74ccc94163637c19c86cfa8fdbe1c10fec257f396d51942ac,99c9743669cb3631,images/pets_dog_096.jpg
pets_dog_097,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\4398.jpg,71df70b05d19e9d010df87fd5008d0eb5ff0181951780a22b9ab6c92f2878068,be90f08fc31ac792,images/pets_dog_097.jpg
pets_dog_098,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\4033.jpg,1559c5590e7e938dce4df7d240cb62a07ba752331fa5964c0edbb189b6197058,8f84f0781c3f8787,images/pets_dog_098.jpg
pets_dog_099,dog,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\2229.jpg,a5921b44bd92d9485bc966d92580459b587829335236d46b9028f7d6659a4e3a,b5a585d89e1099f3,images/pets_dog_099.jpg
pets_dog_100,dog,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\2156.jpg,7466aba6dc50eade4b2eafbe590eb573b2b8e4fc726aeeba1b1b04fe64e783eb,ed6373e04d23cc8c,images/pets_dog_100.jpg
pets_dog_101,dog,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\12479.jpg,314cb1fe3e8701c0ee74fcf1ae0712814797d526119db1785a752332a14298e8,9c8f74d13a39c52c,images/pets_dog_101.jpg
pets_dog_102,dog,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\1860.jpg,91a20b1e8ffd21914a2405bb7162bc390336251faa8170e359aa82dd23559abc,ad2386649b0d76e6,images/pets_dog_102.jpg
pets_dog_103,dog,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Dog\762.jpg,dc2112863cce81d593f0bf864403d6b8e964ed1dbdb072ba8371cbc900b0d27f,8953e51b56392c76,images/pets_dog_103.jpg
